Gabor_feature_0,Gabor_feature_1,Gabor_feature_2,Gabor_feature_3,Gabor_feature_4,Gabor_feature_5,Gabor_feature_6,Gabor_feature_7,Gabor_feature_8,Gabor_feature_9,Gabor_feature_10,Gabor_feature_11,Gabor_feature_12,Gabor_feature_13,Gabor_feature_14,Gabor_feature_15,Gabor_feature_16,Gabor_feature_17,Gabor_feature_18,Gabor_feature_19,Gabor_feature_20,Gabor_feature_21,Gabor_feature_22,Gabor_feature_23,Gabor_feature_24,Gabor_feature_25,Gabor_feature_26,Gabor_feature_27,Gabor_feature_28,Gabor_feature_29,Gabor_feature_30,Gabor_feature_31,Gabor_feature_32,Gabor_feature_33,Gabor_feature_34,Gabor_feature_35,Gabor_feature_36,Gabor_feature_37,Gabor_feature_38,Gabor_feature_39,Gabor_feature_40,Gabor_feature_41,Gabor_feature_42,Gabor_feature_43,Gabor_feature_44,Gabor_feature_45,Gabor_feature_46,Gabor_feature_47,Gabor_feature_48,Gabor_feature_49,Gabor_feature_50,Gabor_feature_51,Gabor_feature_52,Gabor_feature_53,Gabor_feature_54,Gabor_feature_55,Gabor_feature_56,Gabor_feature_57,Gabor_feature_58,Gabor_feature_59,Gabor_feature_60,Gabor_feature_61,Gabor_feature_62,Gabor_feature_63,label
0.804,inf,0.0,inf,0.927,inf,0.0,inf,1.168,inf,0.0,inf,0.3052,inf,0.0,27460.0,0.5293,inf,0.0,47650.0,0.5605,inf,0.0,50460.0,1.254,inf,0.0,inf,0.5137,inf,0.0,46200.0,0.5205,inf,0.0,46850.0,0.3923,inf,0.0,35330.0,0.986,inf,0.0,inf,0.4558,inf,0.0,41060.0,1.026,inf,1.0,inf,0.1382,0.6196,0.0,12430.0,1.1875,inf,1.0,inf,0.1412,0.6196,0.0,12710.0,calculator
5.3,inf,4.0,inf,1.192,inf,0.0,inf,1.164,inf,0.0,inf,1.996,inf,0.0,inf,3.06,inf,1.0,inf,0.6465,inf,0.0,58180.0,0.7583,inf,0.0,inf,1.146,inf,0.0,inf,1.923,inf,0.0,inf,0.7393,inf,0.0,inf,0.824,inf,0.0,inf,1.018,inf,0.0,inf,1.282,inf,1.0,inf,0.4778,inf,0.0,42980.0,1.014,inf,1.0,inf,0.7007,inf,0.0,63070.0,headphones
0.3167,inf,0.0,28510.0,0.6567,inf,0.0,59100.0,2.14,inf,1.0,inf,0.4114,inf,0.0,37020.0,0.1235,0.722,0.0,11110.0,0.3044,inf,0.0,27380.0,1.286,inf,0.0,inf,0.244,inf,0.0,21970.0,0.0407,0.2952,0.0,3666.0,0.1333,0.5796,0.0,12010.0,0.666,inf,0.0,59900.0,0.1122,0.619,0.0,10100.0,0.03117,0.2302,0.0,2806.0,0.010284,0.112,0.0,926.0,0.2573,inf,0.0,23150.0,0.01367,0.148,0.0,1231.0,mouse
0.6455,inf,0.0,58080.0,1.054,inf,0.0,inf,1.896,inf,0.0,inf,1.892,inf,0.0,inf,0.3206,inf,0.0,28860.0,0.5503,inf,0.0,49540.0,0.969,inf,0.0,inf,1.012,inf,0.0,inf,0.1731,0.8394,0.0,15580.0,0.3337,inf,0.0,30050.0,0.476,inf,0.0,42850.0,0.5615,inf,0.0,50530.0,0.9634,inf,1.0,inf,0.1023,0.516,0.0,9210.0,1.148,inf,1.0,inf,0.1032,0.52,0.0,9300.0,mouse
5.43,inf,4.125,inf,1.636,inf,1.0,inf,1.894,inf,0.0,inf,1.733,inf,1.0,inf,3.32,inf,1.414,inf,1.215,inf,0.0,inf,1.551,inf,0.0,inf,1.379,inf,0.0,inf,2.361,inf,0.0,inf,1.126,inf,0.0,inf,1.259,inf,0.0,inf,1.259,inf,0.0,inf,1.791,inf,1.0,inf,0.9746,inf,0.0,inf,1.279,inf,1.0,inf,0.9985,inf,0.0,inf,backpack
1.141,inf,0.0,inf,1.984,inf,0.0,inf,1.826,inf,0.0,inf,1.43,inf,0.0,inf,0.6396,inf,0.0,57570.0,1.073,inf,0.0,inf,0.9473,inf,0.0,inf,0.8535,inf,0.0,inf,0.319,inf,0.0,28720.0,0.4827,inf,0.0,43460.0,0.5244,inf,0.0,47200.0,0.4678,inf,0.0,42140.0,0.9287,inf,1.0,inf,0.05103,0.2986,0.0,4590.0,1.048,inf,1.0,inf,0.05087,0.2986,0.0,4580.0,mouse
1.876,inf,0.0,inf,1.628,inf,0.0,inf,4.55,inf,2.828,inf,2.193,inf,0.0,inf,1.213,inf,0.0,inf,0.9194,inf,0.0,inf,2.596,inf,0.0,inf,1.371,inf,0.0,inf,0.732,inf,0.0,inf,0.506,inf,0.0,45570.0,1.393,inf,0.0,inf,0.846,inf,0.0,inf,0.6895,inf,0.0,62050.0,0.345,inf,0.0,31040.0,0.9756,inf,0.0,inf,0.4338,inf,0.0,39040.0,headphones
2.176,inf,1.0,inf,0.861,inf,0.0,inf,2.154,inf,1.0,inf,0.747,inf,0.0,inf,1.65,inf,0.0,inf,0.6753,inf,0.0,60800.0,1.711,inf,0.0,inf,0.641,inf,0.0,57700.0,1.2295,inf,0.0,inf,0.5654,inf,0.0,50880.0,1.33,inf,0.0,inf,0.577,inf,0.0,51940.0,0.77,inf,0.0,inf,0.3013,inf,0.0,27120.0,0.852,inf,0.0,inf,0.3215,inf,0.0,28910.0,backpack
3.16,inf,0.0,inf,1.181,inf,0.0,inf,1.123,inf,0.0,inf,2.826,inf,0.0,inf,2.283,inf,0.0,inf,0.6543,inf,0.0,58850.0,0.5215,inf,0.0,46940.0,1.98,inf,0.0,inf,1.311,inf,0.0,inf,0.3953,inf,0.0,35600.0,0.289,inf,0.0,26030.0,1.021,inf,0.0,inf,1.503,inf,1.0,inf,0.1825,0.6943,0.0,16420.0,1.016,inf,1.0,inf,0.2223,0.8315,0.0,20000.0,headphones
0.583,inf,0.0,52450.0,0.6533,inf,0.0,58800.0,4.17,inf,2.236,inf,1.395,inf,0.0,inf,0.4006,inf,0.0,36060.0,0.583,inf,0.0,52480.0,3.162,inf,0.0,inf,0.9653,inf,0.0,inf,0.263,inf,0.0,23660.0,0.2386,0.661,0.0,21490.0,1.55,inf,0.0,inf,0.4995,inf,0.0,44930.0,0.2181,0.8027,0.0,19650.0,0.0388,0.2438,0.0,3492.0,0.805,inf,0.0,inf,0.0424,0.2566,0.0,3814.0,calculator
1.841,inf,0.0,inf,2.676,inf,0.0,inf,4.164,inf,2.236,inf,2.016,inf,0.0,inf,0.9404,inf,0.0,inf,1.468,inf,0.0,inf,2.455,inf,0.0,inf,1.1,inf,0.0,inf,0.545,inf,0.0,49060.0,0.791,inf,0.0,inf,1.404,inf,0.0,inf,0.622,inf,0.0,55970.0,0.8267,inf,1.0,inf,0.2107,0.796,0.0,18980.0,1.128,inf,1.0,inf,0.1866,0.6987,0.0,16800.0,headphones
2.736,inf,1.0,inf,2.557,inf,0.0,inf,2.35,inf,0.0,inf,2.625,inf,0.0,inf,1.811,inf,0.0,inf,1.395,inf,0.0,inf,1.41,inf,0.0,inf,1.348,inf,0.0,inf,0.9995,inf,0.0,inf,0.6777,inf,0.0,61000.0,0.711,inf,0.0,63970.0,0.683,inf,0.0,61440.0,1.276,inf,1.0,inf,0.2094,0.801,0.0,18830.0,1.112,inf,1.0,inf,0.2102,0.808,0.0,18910.0,headphones
4.668,inf,3.0,inf,2.111,inf,0.0,inf,2.506,inf,0.0,inf,2.166,inf,0.0,inf,2.844,inf,0.0,inf,1.201,inf,0.0,inf,1.309,inf,0.0,inf,1.284,inf,0.0,inf,1.487,inf,0.0,inf,0.6646,inf,0.0,59780.0,0.7554,inf,0.0,inf,0.756,inf,0.0,inf,0.7993,inf,0.0,inf,0.2441,inf,0.0,21980.0,0.5474,inf,0.0,49300.0,0.264,inf,0.0,23740.0,headphones
2.049,inf,0.0,inf,0.3386,inf,0.0,30460.0,4.797,inf,2.236,inf,0.3286,inf,0.0,29570.0,1.505,inf,0.0,inf,0.1553,0.664,0.0,13976.0,3.021,inf,0.0,inf,0.1477,0.64,0.0,13290.0,0.8584,inf,0.0,inf,0.086,0.4766,0.0,7736.0,1.919,inf,0.0,inf,0.08545,0.4722,0.0,7690.0,0.5034,inf,0.0,45340.0,0.04205,0.2489,0.0,3786.0,1.016,inf,0.0,inf,0.04218,0.2482,0.0,3796.0,monitor
3.771,inf,2.236,inf,1.731,inf,1.0,inf,4.23,inf,2.236,inf,1.981,inf,1.0,inf,2.74,inf,1.0,inf,1.303,inf,0.0,inf,2.592,inf,1.0,inf,1.402,inf,0.0,inf,1.846,inf,0.0,inf,0.8706,inf,0.0,inf,1.403,inf,0.0,inf,0.9067,inf,0.0,inf,0.9976,inf,0.0,inf,0.4026,inf,0.0,36260.0,0.7627,inf,0.0,inf,0.4316,inf,0.0,38850.0,backpack
5.07,inf,3.162,inf,1.71,inf,1.0,inf,3.3,inf,2.0,inf,1.428,inf,1.0,inf,3.686,inf,1.414,inf,1.485,inf,0.0,inf,2.361,inf,0.0,inf,0.957,inf,0.0,inf,2.223,inf,0.0,inf,1.466,inf,0.0,inf,1.915,inf,0.0,inf,0.918,inf,0.0,inf,1.592,inf,1.0,inf,0.801,inf,0.0,inf,1.294,inf,0.0,inf,0.6514,inf,0.0,58660.0,laptop
2.15,inf,0.0,inf,2.555,inf,0.0,inf,4.805,inf,3.0,inf,2.582,inf,0.0,inf,1.604,inf,0.0,inf,1.612,inf,0.0,inf,3.066,inf,0.0,inf,1.686,inf,0.0,inf,1.187,inf,0.0,inf,1.165,inf,0.0,inf,1.899,inf,0.0,inf,1.28,inf,0.0,inf,0.9673,inf,0.0,inf,0.667,inf,0.0,60000.0,1.278,inf,0.0,inf,0.7173,inf,0.0,64600.0,bike
1.265,inf,0.0,inf,0.8315,inf,0.0,inf,3.88,inf,2.0,inf,0.926,inf,0.0,inf,0.938,inf,0.0,inf,0.5376,inf,0.0,48400.0,2.484,inf,0.0,inf,0.4941,inf,0.0,44480.0,0.4878,inf,0.0,43940.0,0.422,inf,0.0,37980.0,1.408,inf,0.0,inf,0.4172,inf,0.0,37540.0,0.539,inf,0.0,48480.0,0.0731,0.3545,0.0,6584.0,1.002,inf,0.0,inf,0.0729,0.3555,0.0,6560.0,projector
1.045,inf,0.0,inf,1.245,inf,0.0,inf,4.07,inf,1.414,inf,0.825,inf,0.0,inf,0.579,inf,0.0,52130.0,0.703,inf,0.0,63260.0,2.502,inf,0.0,inf,0.4653,inf,0.0,41900.0,0.4082,inf,0.0,36740.0,0.4832,inf,0.0,43500.0,1.673,inf,0.0,inf,0.3315,inf,0.0,29840.0,0.586,inf,0.0,52740.0,0.579,inf,0.0,52130.0,1.305,inf,0.0,inf,0.4978,inf,0.0,44770.0,projector
3.523,inf,2.0,inf,1.456,inf,1.0,inf,4.164,inf,2.236,inf,1.853,inf,1.0,inf,2.746,inf,1.0,inf,1.073,inf,0.0,inf,2.693,inf,1.0,inf,1.143,inf,0.0,inf,1.991,inf,0.0,inf,0.709,inf,0.0,63800.0,1.657,inf,0.0,inf,0.803,inf,0.0,inf,1.541,inf,1.0,inf,0.5425,inf,0.0,48830.0,1.18,inf,0.0,inf,0.5547,inf,0.0,49950.0,monitor
1.787,inf,0.0,inf,0.8447,inf,0.0,inf,4.375,inf,2.236,inf,1.213,inf,0.0,inf,1.183,inf,0.0,inf,0.6045,inf,0.0,54400.0,2.705,inf,1.0,inf,0.6064,inf,0.0,54600.0,0.7505,inf,0.0,inf,0.6074,inf,0.0,54700.0,1.995,inf,0.0,inf,0.5654,inf,0.0,50900.0,1.041,inf,1.0,inf,0.5264,inf,0.0,47400.0,1.775,inf,1.0,inf,0.518,inf,0.0,46620.0,laptop
2.945,inf,1.0,inf,0.9155,inf,0.0,inf,5.246,inf,3.162,inf,0.804,inf,0.0,inf,1.715,inf,0.0,inf,0.437,inf,0.0,39330.0,3.188,inf,0.0,inf,0.3992,inf,0.0,35940.0,1.213,inf,0.0,inf,0.2393,inf,0.0,21540.0,2.305,inf,0.0,inf,0.2532,inf,0.0,22770.0,0.5723,inf,0.0,51460.0,0.1417,0.5605,0.0,12760.0,0.987,inf,0.0,inf,0.1503,0.5957,0.0,13510.0,monitor
5.574,inf,4.473,inf,2.451,inf,1.414,inf,3.324,inf,2.236,inf,2.697,inf,2.0,inf,4.215,inf,3.0,inf,1.878,inf,1.0,inf,2.496,inf,1.414,inf,1.996,inf,1.0,inf,2.79,inf,1.0,inf,1.394,inf,0.0,inf,1.837,inf,0.0,inf,1.424,inf,0.0,inf,1.448,inf,0.0,inf,0.8037,inf,0.0,inf,1.102,inf,0.0,inf,0.863,inf,0.0,inf,backpack
3.994,inf,2.236,inf,1.388,inf,0.0,inf,2.652,inf,0.0,inf,1.385,inf,0.0,inf,2.543,inf,0.0,inf,0.947,inf,0.0,inf,2.082,inf,0.0,inf,0.9463,inf,0.0,inf,1.898,inf,0.0,inf,1.1,inf,0.0,inf,1.6455,inf,0.0,inf,1.114,inf,0.0,inf,1.051,inf,0.0,inf,0.4243,inf,0.0,38180.0,0.8774,inf,0.0,inf,0.4822,inf,0.0,43360.0,mug
2.523,inf,0.0,inf,1.545,inf,0.0,inf,2.93,inf,1.0,inf,1.603,inf,0.0,inf,1.329,inf,0.0,inf,0.7026,inf,0.0,63260.0,1.757,inf,0.0,inf,0.8555,inf,0.0,inf,0.706,inf,0.0,63550.0,0.3323,inf,0.0,29890.0,1.036,inf,0.0,inf,0.46,inf,0.0,41400.0,0.955,inf,1.0,inf,0.1825,0.8315,0.0,16430.0,0.855,inf,1.0,inf,0.2244,inf,0.0,20200.0,backpack
0.925,inf,0.0,inf,1.026,inf,0.0,inf,4.42,inf,2.236,inf,1.065,inf,0.0,inf,0.4612,inf,0.0,41540.0,0.595,inf,0.0,53500.0,2.27,inf,0.0,inf,0.51,inf,0.0,45860.0,0.203,inf,0.0,18270.0,0.2913,inf,0.0,26200.0,1.12,inf,0.0,inf,0.2252,inf,0.0,20270.0,0.3308,0.7246,0.0,29780.0,0.1001,0.4956,0.0,9010.0,0.644,inf,0.0,57950.0,0.08905,0.527,0.0,8012.0,projector
1.627,inf,0.0,inf,2.354,inf,1.0,inf,5.28,inf,4.0,inf,1.689,inf,0.0,inf,0.9897,inf,0.0,inf,1.351,inf,0.0,inf,3.014,inf,1.0,inf,0.951,inf,0.0,inf,0.5933,inf,0.0,53400.0,0.9253,inf,0.0,inf,1.904,inf,0.0,inf,0.571,inf,0.0,51360.0,0.536,inf,0.0,48260.0,0.3745,inf,0.0,33730.0,1.103,inf,0.0,inf,0.26,inf,0.0,23380.0,projector
4.668,inf,2.828,inf,1.0625,inf,0.0,inf,2.613,inf,1.0,inf,1.169,inf,0.0,inf,3.021,inf,1.0,inf,0.626,inf,0.0,56400.0,2.09,inf,0.0,inf,0.805,inf,0.0,inf,2.158,inf,0.0,inf,0.4543,inf,0.0,40900.0,1.436,inf,0.0,inf,0.5845,inf,0.0,52640.0,1.159,inf,0.0,inf,0.1527,0.4612,0.0,13740.0,0.7734,inf,0.0,inf,0.1663,0.4968,0.0,14980.0,monitor
2.314,inf,0.0,inf,1.68,inf,0.0,inf,3.172,inf,1.0,inf,1.807,inf,0.0,inf,1.151,inf,0.0,inf,1.015,inf,0.0,inf,1.704,inf,0.0,inf,0.939,inf,0.0,inf,0.5815,inf,0.0,52320.0,0.5645,inf,0.0,50780.0,0.9683,inf,0.0,inf,0.5483,inf,0.0,49340.0,1.052,inf,1.0,inf,0.141,0.5615,0.0,12696.0,1.191,inf,1.0,inf,0.1417,0.559,0.0,12760.0,headphones
4.402,inf,2.236,inf,1.231,inf,0.0,inf,2.05,inf,0.0,inf,1.82,inf,1.0,inf,2.664,inf,0.0,inf,0.647,inf,0.0,58200.0,1.419,inf,0.0,inf,0.9917,inf,0.0,inf,1.473,inf,0.0,inf,0.394,inf,0.0,35460.0,0.952,inf,0.0,inf,0.597,inf,0.0,53730.0,0.7285,inf,0.0,inf,0.2238,0.832,0.0,20140.0,0.6084,inf,0.0,54800.0,0.2644,0.8364,0.0,23780.0,backpack
0.571,inf,0.0,51360.0,0.538,inf,0.0,48420.0,3.355,inf,1.0,inf,0.663,inf,0.0,59650.0,0.3767,inf,0.0,33900.0,0.2485,inf,0.0,22350.0,1.676,inf,0.0,inf,0.287,inf,0.0,25840.0,0.2131,inf,0.0,19180.0,0.1344,0.7266,0.0,12100.0,0.8247,inf,0.0,inf,0.1615,inf,0.0,14536.0,0.3542,0.831,0.0,31890.0,0.06027,0.4514,0.0,5428.0,0.613,inf,0.0,55100.0,0.0738,0.5044,0.0,6640.0,mug
0.327,inf,0.0,29440.0,0.426,inf,0.0,38340.0,1.769,inf,0.0,inf,0.854,inf,0.0,inf,0.2482,inf,0.0,22340.0,0.4011,inf,0.0,36100.0,0.9854,inf,0.0,inf,0.76,inf,0.0,inf,0.2108,inf,0.0,18990.0,0.365,inf,0.0,32830.0,0.7285,inf,0.0,inf,0.623,inf,0.0,56060.0,0.1353,0.657,0.0,12170.0,0.1595,0.553,0.0,14360.0,0.4504,inf,0.0,40540.0,0.2095,0.738,0.0,18860.0,laptop
0.629,inf,0.0,56600.0,1.502,inf,0.0,inf,3.996,inf,2.0,inf,2.373,inf,0.0,inf,0.6245,inf,0.0,56160.0,1.125,inf,0.0,inf,2.47,inf,1.0,inf,1.722,inf,0.0,inf,0.4507,inf,0.0,40540.0,0.933,inf,0.0,inf,1.404,inf,0.0,inf,1.088,inf,0.0,inf,0.581,inf,0.0,52320.0,0.3062,inf,0.0,27540.0,0.965,inf,0.0,inf,0.3335,inf,0.0,30020.0,calculator
1.866,inf,0.0,inf,0.861,inf,0.0,inf,3.633,inf,1.0,inf,1.1,inf,0.0,inf,1.099,inf,0.0,inf,0.493,inf,0.0,44380.0,2.35,inf,0.0,inf,0.498,inf,0.0,44830.0,0.5425,inf,0.0,48800.0,0.3137,inf,0.0,28220.0,1.309,inf,0.0,inf,0.2722,inf,0.0,24510.0,0.331,inf,0.0,29800.0,0.1054,0.6216,0.0,9490.0,0.5747,inf,0.0,51680.0,0.10516,0.6177,0.0,9464.0,mug
4.363,inf,3.162,inf,2.459,inf,2.0,inf,4.3,inf,3.162,inf,2.959,inf,2.0,inf,3.646,inf,2.236,inf,1.95,inf,1.0,inf,3.344,inf,1.0,inf,2.451,inf,1.0,inf,2.586,inf,1.0,inf,1.247,inf,0.0,inf,1.991,inf,0.0,inf,1.658,inf,0.0,inf,1.426,inf,0.0,inf,0.657,inf,0.0,59140.0,1.142,inf,0.0,inf,0.797,inf,0.0,inf,backpack
4.402,inf,2.236,inf,1.048,inf,0.0,inf,1.984,inf,0.0,inf,1.183,inf,0.0,inf,3.06,inf,1.0,inf,0.7686,inf,0.0,inf,2.225,inf,0.0,inf,0.935,inf,0.0,inf,1.948,inf,0.0,inf,0.6377,inf,0.0,57380.0,1.494,inf,0.0,inf,0.7563,inf,0.0,inf,1.198,inf,0.0,inf,0.339,inf,0.0,30510.0,1.041,inf,0.0,inf,0.362,inf,0.0,32590.0,calculator
1.121,inf,0.0,inf,1.014,inf,0.0,inf,3.945,inf,3.0,inf,0.966,inf,0.0,inf,0.8345,inf,0.0,inf,0.6846,inf,0.0,61570.0,2.463,inf,1.0,inf,0.5723,inf,0.0,51500.0,0.6104,inf,0.0,54940.0,0.5137,inf,0.0,46270.0,1.563,inf,0.0,inf,0.4756,inf,0.0,42800.0,0.4583,inf,0.0,41250.0,0.10254,0.489,0.0,9230.0,0.854,inf,0.0,inf,0.1004,0.484,0.0,9030.0,mug
2.393,inf,1.0,inf,2.28,inf,0.0,inf,4.176,inf,3.0,inf,2.014,inf,0.0,inf,1.77,inf,0.0,inf,1.544,inf,0.0,inf,2.951,inf,1.0,inf,1.448,inf,0.0,inf,1.403,inf,0.0,inf,1.244,inf,0.0,inf,2.053,inf,0.0,inf,1.162,inf,0.0,inf,0.9766,inf,0.0,inf,0.8296,inf,0.0,inf,1.151,inf,0.0,inf,0.7617,inf,0.0,inf,bike
2.121,inf,0.0,inf,1.156,inf,0.0,inf,5.625,inf,4.473,inf,1.671,inf,0.0,inf,1.403,inf,0.0,inf,0.748,inf,0.0,inf,3.54,inf,1.0,inf,0.9707,inf,0.0,inf,1.091,inf,0.0,inf,0.646,inf,0.0,58140.0,2.486,inf,0.0,inf,0.75,inf,0.0,inf,0.8228,inf,0.0,inf,0.2783,inf,0.0,25040.0,1.284,inf,1.0,inf,0.29,inf,0.0,26100.0,laptop
1.048,inf,0.0,inf,1.051,inf,0.0,inf,4.332,inf,2.828,inf,0.9336,inf,0.0,inf,0.5605,inf,0.0,50460.0,0.6465,inf,0.0,58200.0,2.258,inf,0.0,inf,0.579,inf,0.0,52100.0,0.3962,inf,0.0,35650.0,0.6025,inf,0.0,54200.0,1.53,inf,0.0,inf,0.558,inf,0.0,50270.0,0.7275,inf,1.0,65470.0,0.2406,inf,0.0,21660.0,1.306,inf,1.0,inf,0.2362,0.84,0.0,21250.0,laptop
4.055,inf,2.0,inf,2.334,inf,0.0,inf,2.412,inf,0.0,inf,2.191,inf,0.0,inf,2.477,inf,0.0,inf,1.296,inf,0.0,inf,1.301,inf,0.0,inf,1.135,inf,0.0,inf,1.231,inf,0.0,inf,0.6616,inf,0.0,59600.0,0.7817,inf,0.0,inf,0.554,inf,0.0,49900.0,1.163,inf,1.0,inf,0.2886,inf,0.0,25970.0,0.957,inf,1.0,inf,0.2524,inf,0.0,22720.0,headphones
0.7827,inf,0.0,inf,0.819,inf,0.0,inf,4.24,inf,2.0,inf,1.99,inf,0.0,inf,0.354,inf,0.0,31860.0,0.3145,inf,0.0,28300.0,2.15,inf,0.0,inf,1.038,inf,0.0,inf,0.1559,inf,0.0,14024.0,0.1355,inf,0.0,12210.0,0.9663,inf,0.0,inf,0.514,inf,0.0,46270.0,0.319,0.6724,0.0,28720.0,0.06525,0.3425,0.0,5868.0,0.558,inf,0.0,50240.0,0.1256,0.6333,0.0,11310.0,mouse
1.979,inf,0.0,inf,2.713,inf,0.0,inf,7.6,inf,7.617,inf,2.84,inf,1.414,inf,1.266,inf,0.0,inf,1.836,inf,0.0,inf,4.625,inf,3.0,inf,1.499,inf,0.0,inf,0.5806,inf,0.0,52260.0,0.794,inf,0.0,inf,2.191,inf,0.0,inf,0.6475,inf,0.0,58270.0,0.4106,inf,0.0,36960.0,0.1036,0.399,0.0,9320.0,0.8335,inf,0.0,inf,0.10144,0.4417,0.0,9130.0,calculator
1.189,inf,0.0,inf,0.731,inf,0.0,inf,4.594,inf,3.162,inf,0.899,inf,0.0,inf,0.9175,inf,0.0,inf,0.51,inf,0.0,45860.0,2.854,inf,1.414,inf,0.5093,inf,0.0,45860.0,0.6187,inf,0.0,55680.0,0.5146,inf,0.0,46300.0,2.057,inf,0.0,inf,0.3628,inf,0.0,32660.0,0.573,inf,0.0,51600.0,0.6304,inf,0.0,56740.0,1.419,inf,0.0,inf,0.5273,inf,0.0,47460.0,laptop
3.184,inf,1.0,inf,0.708,inf,0.0,63700.0,1.646,inf,0.0,inf,0.508,inf,0.0,45700.0,1.881,inf,0.0,inf,0.3958,inf,0.0,35620.0,1.002,inf,0.0,inf,0.2573,inf,0.0,23150.0,1.017,inf,0.0,inf,0.2812,inf,0.0,25330.0,0.5522,inf,0.0,49730.0,0.1794,inf,0.0,16150.0,0.489,inf,0.0,44000.0,0.1292,0.85,0.0,11630.0,0.2446,inf,0.0,22020.0,0.1206,0.832,0.0,10860.0,mouse
4.285,inf,2.236,inf,1.603,inf,1.0,inf,4.145,inf,2.828,inf,1.394,inf,1.0,inf,2.986,inf,1.0,inf,1.06,inf,0.0,inf,3.602,inf,2.0,inf,1.002,inf,0.0,inf,1.984,inf,0.0,inf,0.7725,inf,0.0,inf,2.494,inf,0.0,inf,0.7095,inf,0.0,63900.0,1.367,inf,1.0,inf,0.10956,0.4055,0.0,9860.0,1.705,inf,1.0,inf,0.10803,0.411,0.0,9720.0,monitor
1.2705,inf,0.0,inf,1.113,inf,0.0,inf,4.516,inf,2.236,inf,1.705,inf,0.0,inf,0.6978,inf,0.0,62750.0,0.54,inf,0.0,48600.0,2.3,inf,0.0,inf,0.861,inf,0.0,inf,0.4333,inf,0.0,39000.0,0.3315,inf,0.0,29840.0,1.191,inf,0.0,inf,0.545,inf,0.0,49020.0,0.635,inf,0.0,57150.0,0.1788,0.846,0.0,16100.0,0.798,inf,1.0,inf,0.2566,inf,0.0,23090.0,headphones
1.42,inf,0.0,inf,1.64,inf,0.0,inf,4.13,inf,1.0,inf,1.544,inf,0.0,inf,0.956,inf,0.0,inf,1.067,inf,0.0,inf,2.488,inf,0.0,inf,1.002,inf,0.0,inf,0.6494,inf,0.0,58460.0,0.705,inf,0.0,63500.0,1.451,inf,0.0,inf,0.6855,inf,0.0,61700.0,0.579,inf,0.0,52160.0,0.3506,inf,0.0,31550.0,0.8735,inf,0.0,inf,0.3508,inf,0.0,31570.0,bike
2.121,inf,0.0,inf,2.367,inf,0.0,inf,5.027,inf,3.162,inf,2.305,inf,0.0,inf,1.389,inf,0.0,inf,1.46,inf,0.0,inf,3.045,inf,1.0,inf,1.408,inf,0.0,inf,0.8916,inf,0.0,inf,1.002,inf,0.0,inf,1.899,inf,0.0,inf,0.902,inf,0.0,inf,0.8535,inf,0.0,inf,0.4954,inf,0.0,44580.0,1.221,inf,1.0,inf,0.4197,inf,0.0,37730.0,bike
2.89,inf,1.0,inf,2.361,inf,1.0,inf,4.47,inf,3.0,inf,2.326,inf,1.414,inf,2.254,inf,0.0,inf,1.548,inf,0.0,inf,2.994,inf,1.0,inf,1.606,inf,0.0,inf,1.566,inf,0.0,inf,1.139,inf,0.0,inf,2.002,inf,0.0,inf,1.095,inf,0.0,inf,0.895,inf,0.0,inf,0.4382,inf,0.0,39420.0,1.175,inf,0.0,inf,0.4597,inf,0.0,41380.0,laptop
4.688,inf,3.605,inf,1.907,inf,1.0,inf,2.453,inf,1.0,inf,1.855,inf,1.0,inf,3.076,inf,1.0,inf,1.322,inf,0.0,inf,1.607,inf,0.0,inf,1.473,inf,0.0,inf,1.723,inf,0.0,inf,0.901,inf,0.0,inf,1.013,inf,0.0,inf,0.879,inf,0.0,inf,0.5596,inf,0.0,50400.0,0.1396,0.498,0.0,12570.0,0.3608,inf,0.0,32460.0,0.1354,0.4915,0.0,12190.0,backpack
1.666,inf,0.0,inf,2.041,inf,0.0,inf,4.742,inf,3.0,inf,2.416,inf,0.0,inf,0.9365,inf,0.0,inf,1.158,inf,0.0,inf,2.691,inf,0.0,inf,1.256,inf,0.0,inf,0.4458,inf,0.0,40100.0,0.602,inf,0.0,54180.0,1.402,inf,0.0,inf,0.6113,inf,0.0,55000.0,0.5303,inf,0.0,47740.0,0.289,inf,0.0,26050.0,0.886,inf,0.0,inf,0.308,inf,0.0,27740.0,backpack
2.238,inf,1.0,inf,1.277,inf,0.0,inf,0.7905,inf,0.0,inf,2.072,inf,0.0,inf,1.213,inf,0.0,inf,0.7363,inf,0.0,inf,0.4778,inf,0.0,43000.0,0.8716,inf,0.0,inf,0.666,inf,0.0,59940.0,0.593,inf,0.0,53380.0,0.3262,inf,0.0,29380.0,0.4866,inf,0.0,43800.0,0.3083,inf,0.0,27760.0,0.2705,inf,0.0,24340.0,0.234,inf,0.0,21040.0,0.1459,0.613,0.0,13140.0,laptop
3.436,inf,1.0,inf,0.6943,inf,0.0,62530.0,0.8066,inf,0.0,inf,0.688,inf,0.0,61920.0,1.818,inf,0.0,inf,0.3804,inf,0.0,34240.0,0.4453,inf,0.0,40100.0,0.4026,inf,0.0,36220.0,0.9795,inf,0.0,inf,0.2184,inf,0.0,19630.0,0.2295,inf,0.0,20670.0,0.2153,inf,0.0,19400.0,0.375,inf,0.0,33760.0,0.0938,0.4849,0.0,8440.0,0.131,0.7,0.0,11790.0,0.08844,0.4517,0.0,7960.0,backpack
